Apr  9 04:00:00 VPX-13 newsyslog[72292]: logfile turned over due to size>100K
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88580 0 :  "TRACE weeknumofyear CALL 3 : CALL (NULL)" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88581 0 :  "TRACE weeknumofyear CALL 3 : LINE 67" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88582 0 :  "TRACE weeknumofyear CALL 3 : CALL date" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88583 0 :  "TRACE weeknumofyear CALL 3 : RETURN FROM date; return = "099"" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88584 0 :  "TRACE weeknumofyear CALL 3 : LINE 40; dayOfYear = "099"" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88585 0 :  "TRACE weeknumofyear CALL 3 : CALL getDayAdd" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88586 0 :  "TRACE weeknumofyear CALL 3 : LINE 41" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88587 0 :  "TRACE weeknumofyear CALL 3 : CALL getYearBeginDayOfWeek" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88588 0 :  "TRACE weeknumofyear CALL 3 : LINE 22" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88589 0 :  "TRACE weeknumofyear CALL 3 : CALL date" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88590 0 :  "TRACE weeknumofyear CALL 3 : RETURN FROM date; return = {["day"]=9,["hour"]=4,["isdst"]=false,["min"]=39,["month"]=4,["sec"]=49,["wday"]=6,["yday"]=99,["year"]=2021}" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88591 0 :  "TRACE weeknumofyear CALL 3 : CALL time" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88592 0 :  "TRACE weeknumofyear CALL 3 : RETURN FROM time; return = 1609502400" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88593 0 :  "TRACE weeknumofyear CALL 3 : CALL __newindex; t = {}; k = "yearBegin"; v = 1609502400" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88594 0 :  "TRACE weeknumofyear CALL 3 : LINE 10" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88595 0 :  "TRACE weeknumofyear CALL 3 : CALL error" 
Apr  9 04:39:50 <local0.debug> 192.168.101.5 04/09/2021:04:39:50 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76723 0 :  SPCBId 14726 - ClientIP 192.168.101.101 - ClientPort 53727 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:39:50 <local0.info> 192.168.101.5 04/09/2021:04:39:50 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76724 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:39:57 <local0.err> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76725 0 :  "Runtime error: Extension weeknumofyear, line 10: attempt to update or create a global" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76726 0 :  "TRACE weeknumofyear CALL 4 : CALL WEEKNUMOFYEAR; self = "Fri, 09 Apr 2021 04:39:57 GMT"" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76727 0 :  "TRACE weeknumofyear CALL 4 : LINE 15; getYearBeginDayOfWeek = function 0x14675c700" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76728 0 :  "TRACE weeknumofyear CALL 4 : LINE 32; getDayAdd = function 0x131c7cf80" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76729 0 :  "TRACE weeknumofyear CALL 4 : LINE 65; getWeekNumberOfYear = function 0x131c7cf00" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76730 0 :  "TRACE weeknumofyear CALL 4 : CALL (NULL)" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76731 0 :  "TRACE weeknumofyear CALL 4 : LINE 67" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76732 0 :  "TRACE weeknumofyear CALL 4 : CALL date" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76733 0 :  "TRACE weeknumofyear CALL 4 : RETURN FROM date; return = "099"" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76734 0 :  "TRACE weeknumofyear CALL 4 : LINE 40; dayOfYear = "099"" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76735 0 :  "TRACE weeknumofyear CALL 4 : CALL getDayAdd" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76736 0 :  "TRACE weeknumofyear CALL 4 : LINE 41" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76737 0 :  "TRACE weeknumofyear CALL 4 : CALL getYearBeginDayOfWeek" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76738 0 :  "TRACE weeknumofyear CALL 4 : LINE 22" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76739 0 :  "TRACE weeknumofyear CALL 4 : CALL date" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76740 0 :  "TRACE weeknumofyear CALL 4 : RETURN FROM date; return = {["day"]=9,["hour"]=4,["isdst"]=false,["min"]=39,["month"]=4,["sec"]=57,["wday"]=6,["yday"]=99,["year"]=2021}" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76741 0 :  "TRACE weeknumofyear CALL 4 : CALL time" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76742 0 :  "TRACE weeknumofyear CALL 4 : RETURN FROM time; return = 1609502400" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76743 0 :  "TRACE weeknumofyear CALL 4 : CALL __newindex; t = {}; k = "yearBegin"; v = 1609502400" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76744 0 :  "TRACE weeknumofyear CALL 4 : LINE 10" 
Apr  9 04:39:57 <local0.debug> 192.168.101.5 04/09/2021:04:39:57 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76745 0 :  "TRACE weeknumofyear CALL 4 : CALL error" 
Apr  9 04:39:58 <local0.err> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88596 0 :  "Runtime error: Extension weeknumofyear, line 10: attempt to update or create a global" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88597 0 :  "TRACE weeknumofyear CALL 4 : CALL WEEKNUMOFYEAR; self = "Fri, 09 Apr 2021 04:39:58 GMT"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88598 0 :  "TRACE weeknumofyear CALL 4 : LINE 15; getYearBeginDayOfWeek = function 0x139989a80" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88599 0 :  "TRACE weeknumofyear CALL 4 : LINE 32; getDayAdd = function 0x13199b200" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88600 0 :  "TRACE weeknumofyear CALL 4 : LINE 65; getWeekNumberOfYear = function 0x146788a00" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88601 0 :  "TRACE weeknumofyear CALL 4 : CALL (NULL)" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88602 0 :  "TRACE weeknumofyear CALL 4 : LINE 67" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88603 0 :  "TRACE weeknumofyear CALL 4 : CALL date" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88604 0 :  "TRACE weeknumofyear CALL 4 : RETURN FROM date; return = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88605 0 :  "TRACE weeknumofyear CALL 4 : LINE 40; dayOfYear = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88606 0 :  "TRACE weeknumofyear CALL 4 : CALL getDayAdd" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88607 0 :  "TRACE weeknumofyear CALL 4 : LINE 41" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88608 0 :  "TRACE weeknumofyear CALL 4 : CALL getYearBeginDayOfWeek" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88609 0 :  "TRACE weeknumofyear CALL 4 : LINE 22" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88610 0 :  "TRACE weeknumofyear CALL 4 : CALL date" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88611 0 :  "TRACE weeknumofyear CALL 4 : RETURN FROM date; return = {["day"]=9,["hour"]=4,["isdst"]=false,["min"]=39,["month"]=4,["sec"]=58,["wday"]=6,["yday"]=99,["year"]=2021}" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88612 0 :  "TRACE weeknumofyear CALL 4 : CALL time" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88613 0 :  "TRACE weeknumofyear CALL 4 : RETURN FROM time; return = 1609502400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88614 0 :  "TRACE weeknumofyear CALL 4 : CALL __newindex; t = {}; k = "yearBegin"; v = 1609502400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88615 0 :  "TRACE weeknumofyear CALL 4 : LINE 10" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88616 0 :  "TRACE weeknumofyear CALL 4 : CALL error" 
Apr  9 04:39:58 <local0.err> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76746 0 :  "Runtime error: Extension weeknumofyear, line 10: attempt to update or create a global" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76747 0 :  "TRACE weeknumofyear CALL 5 : CALL WEEKNUMOFYEAR; self = "Fri, 09 Apr 2021 04:39:58 GMT"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76748 0 :  "TRACE weeknumofyear CALL 5 : LINE 15; getYearBeginDayOfWeek = function 0x14675c700" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76749 0 :  "TRACE weeknumofyear CALL 5 : LINE 32; getDayAdd = function 0x1316d9300" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76750 0 :  "TRACE weeknumofyear CALL 5 : LINE 65; getWeekNumberOfYear = function 0x1316d9280" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76751 0 :  "TRACE weeknumofyear CALL 5 : CALL (NULL)" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76752 0 :  "TRACE weeknumofyear CALL 5 : LINE 67" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76753 0 :  "TRACE weeknumofyear CALL 5 : CALL date" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76754 0 :  "TRACE weeknumofyear CALL 5 : RETURN FROM date; return = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76755 0 :  "TRACE weeknumofyear CALL 5 : LINE 40; dayOfYear = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76756 0 :  "TRACE weeknumofyear CALL 5 : CALL getDayAdd" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76757 0 :  "TRACE weeknumofyear CALL 5 : LINE 41" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76758 0 :  "TRACE weeknumofyear CALL 5 : CALL getYearBeginDayOfWeek" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76759 0 :  "TRACE weeknumofyear CALL 5 : LINE 22" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76760 0 :  "TRACE weeknumofyear CALL 5 : CALL date" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76761 0 :  "TRACE weeknumofyear CALL 5 : RETURN FROM date; return = {["day"]=9,["hour"]=4,["isdst"]=false,["min"]=39,["month"]=4,["sec"]=58,["wday"]=6,["yday"]=99,["year"]=2021}" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76762 0 :  "TRACE weeknumofyear CALL 5 : CALL time" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76763 0 :  "TRACE weeknumofyear CALL 5 : RETURN FROM time; return = 1609502400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76764 0 :  "TRACE weeknumofyear CALL 5 : CALL __newindex; t = {}; k = "yearBegin"; v = 1609502400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76765 0 :  "TRACE weeknumofyear CALL 5 : LINE 10" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76766 0 :  "TRACE weeknumofyear CALL 5 : CALL error" 
Apr  9 04:39:58 <local0.err> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76767 0 :  "Runtime error: Extension weeknumofyear, line 10: attempt to update or create a global" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76768 0 :  "TRACE weeknumofyear CALL 6 : CALL WEEKNUMOFYEAR; self = "Fri, 09 Apr 2021 04:39:58 GMT"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76769 0 :  "TRACE weeknumofyear CALL 6 : LINE 15; getYearBeginDayOfWeek = function 0x14675c700" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76770 0 :  "TRACE weeknumofyear CALL 6 : LINE 32; getDayAdd = function 0x146757480" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76771 0 :  "TRACE weeknumofyear CALL 6 : LINE 65; getWeekNumberOfYear = function 0x146757400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76772 0 :  "TRACE weeknumofyear CALL 6 : CALL (NULL)" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76773 0 :  "TRACE weeknumofyear CALL 6 : LINE 67" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76774 0 :  "TRACE weeknumofyear CALL 6 : CALL date" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76775 0 :  "TRACE weeknumofyear CALL 6 : RETURN FROM date; return = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76776 0 :  "TRACE weeknumofyear CALL 6 : LINE 40; dayOfYear = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76777 0 :  "TRACE weeknumofyear CALL 6 : CALL getDayAdd" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76778 0 :  "TRACE weeknumofyear CALL 6 : LINE 41" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76779 0 :  "TRACE weeknumofyear CALL 6 : CALL getYearBeginDayOfWeek" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76780 0 :  "TRACE weeknumofyear CALL 6 : LINE 22" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76781 0 :  "TRACE weeknumofyear CALL 6 : CALL date" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76782 0 :  "TRACE weeknumofyear CALL 6 : RETURN FROM date; return = {["day"]=9,["hour"]=4,["isdst"]=false,["min"]=39,["month"]=4,["sec"]=58,["wday"]=6,["yday"]=99,["year"]=2021}" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76783 0 :  "TRACE weeknumofyear CALL 6 : CALL time" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76784 0 :  "TRACE weeknumofyear CALL 6 : RETURN FROM time; return = 1609502400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76785 0 :  "TRACE weeknumofyear CALL 6 : CALL __newindex; t = {}; k = "yearBegin"; v = 1609502400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76786 0 :  "TRACE weeknumofyear CALL 6 : LINE 10" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76787 0 :  "TRACE weeknumofyear CALL 6 : CALL error" 
Apr  9 04:39:58 <local0.err> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88617 0 :  "Runtime error: Extension weeknumofyear, line 10: attempt to update or create a global" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88618 0 :  "TRACE weeknumofyear CALL 5 : CALL WEEKNUMOFYEAR; self = "Fri, 09 Apr 2021 04:39:58 GMT"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88619 0 :  "TRACE weeknumofyear CALL 5 : LINE 15; getYearBeginDayOfWeek = function 0x139989a80" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88620 0 :  "TRACE weeknumofyear CALL 5 : LINE 32; getDayAdd = function 0x13027f400" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88621 0 :  "TRACE weeknumofyear CALL 5 : LINE 65; getWeekNumberOfYear = function 0x146760b80" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88622 0 :  "TRACE weeknumofyear CALL 5 : CALL (NULL)" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88623 0 :  "TRACE weeknumofyear CALL 5 : LINE 67" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88624 0 :  "TRACE weeknumofyear CALL 5 : CALL date" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88625 0 :  "TRACE weeknumofyear CALL 5 : RETURN FROM date; return = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88626 0 :  "TRACE weeknumofyear CALL 5 : LINE 40; dayOfYear = "099"" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88627 0 :  "TRACE weeknumofyear CALL 5 : CALL getDayAdd" 
Apr  9 04:39:58 <local0.debug> 192.168.101.5 04/09/2021:04:39:58 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88628 0 :  "TRACE weeknumofyear CALL 5 : LINE 41" 
